Datased name: Pilot top-down CO2 Budget constrained by the v10 OCO-2 MIP Version 1.0
Data description paper title: National CO2 Budgets (2015-2020) inferred from atmospheric CO2 observations in support of the Global Stocktake
Byrne et al. 2022
contact: Brendan Byrne - email: brendan.k.byrne@jpl.nasa.gov
Created 25 May 2022
Version 1.0
-- Description ---
This is a pilot CO2 Budget for countries over 2015-2020. Estimates of carbon fluxes are obtained by combining top-down constraints on net carbon exchange from atmospheric CO2 and bottom-up process specific fluxes of carbon (fossil fuel emissions and lateral fluxes associated with crop trade and wood trade and river export) with specific data sources listed below.
-- Data sources ---
Net Carbon Exchange (NCE): version 10 of the Orbiting Carbon Observatory Model Intercomparison Project (OCO-2 MIP) [https://gml.noaa.gov/ccgg/OCO2_v10mip/]
Fossil Fuel and cement production emissions (FF):  Open-source Data Inventory for Anthropogenic CO2 (ODIAC) emission data product [Oda et al. 2018; https://doi.org/10.5194/essd-10-87-2018] with day-of-week and diurnal variations from Nassar et al. [2013; https://doi.org/10.1029/2012JD018196]
Crop and Wood lateral fluxes (F wood trade + F crop trade): Following the approaches of Deng et al. [2022; https://doi.org/10.5194/essd-14-1639-2022] and Ciais et al. [2020; https://doi.org/10.1093/nsr/nwaa145] which utilizes crop and wood trade data compiled by Food and Agriculture Organization of the United Nations [FAO; http://www.fao.org/faostat/en/#data]
River lateral fluxes (F rivers export): Combine modeled estiated from Dynamic Land Ecosystem Model (DLEM) [https://chess.auburn.edu/models/] and Deng et al. [2022; https://doi.org/10.5194/essd-14-1639-2022]
-- Variables ---
Alpha 3 Code - three-letter country codes defined in International Organization for Standardization (ISO) 3166-1 -OR- Name of supranational Region
Year - Gregorian calendar year / mean indicates 2015-2020 mean value
IS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP IS ensemble; Positive flux = decrease in land carbon
IS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP IS ensemble
LNLG dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLG ensemble; Positive flux = decrease in land carbon
LNLG dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGIS ensemble; Positive flux = decrease in land carbon
LNLGIS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGOGIS ensemble; Positive flux = decrease in land carbon
LNLGOGIS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
IS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP IS ensemble
IS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP IS ensemble
LNLG NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLG NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGIS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
LNLGOGIS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
IS NCE - net carbon exchange estimated from the OCO-2 v10 MIP IS ensemble
IS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP IS ensemble
LNLG NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLG NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGIS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
LNLGOGIS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
River - F rivers export -  Lateral flux of carbon by rivers
River unc - F rivers export unc -  Uncertainty in lateral flux of carbon by rivers
Wood+Crop - F wood trade + F crop trade -  Lateral flux of carbon in wood and crops
Wood+Crop unc - F wood trade unc + F crop trade unc - Uncertainty in lateral flux of carbon in wood and crops
FF - Fossil Fuel and cement production emissions; Positive flux from land to atmosphere
FF unc - Uncertainty in Fossil Fuel and cement production emissions
Z-statistic - statistical difference between LNLG and IS NCE defined as (median(NCE_LNLG)-median(NCE_IS))/std(NCE_LNLG-NCE_IS)
Fractional Uncertainty Reduction (FUR) for the IS experiment defined as 1 - Posterior_NCE_std_IS/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLG experiment defined as 1 - Posterior_NCE_std_LNLG/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLGIS experiment defined as 1 - Posterior_NCE_std_LNLGIS/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLGOGIS experiment defined as 1 - Posterior_NCE_std_LNLGOGIS/Prior_NCE_std
----------------
Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,FUR LNLG,FUR LNLGIS,FUR LNLGOGIS
JPN,2018,-2.46250e+02,1.76209e+02,-1.00622e+02,9.36803e+01,-1.17552e+02,1.38717e+02,-1.32974e+02,1.19583e+02,-2.44790e+02,1.76209e+02,-9.91616e+01,9.36803e+01,-1.16091e+02,1.38717e+02,-1.31513e+02,1.19583e+02,9.32582e+02,1.74700e+02,1.07821e+03,9.08103e+01,1.06128e+03,1.36795e+02,1.04586e+03,1.17348e+02,-6.14657e+01,2.21876e+01,6.29264e+01,1.88779e+01,1.17737e+03,2.30108e+01,1.37,0.38,0.04,0.42,0.48
JPN,2019,-2.17479e+02,1.82008e+02,-1.35882e+02,9.32941e+01,-2.28009e+02,2.16552e+02,-1.80171e+02,2.18353e+02,-2.06301e+02,1.82008e+02,-1.24704e+02,9.32941e+01,-2.16831e+02,2.16552e+02,-1.68993e+02,2.18353e+02,9.41667e+02,1.80489e+02,1.02326e+03,9.02944e+01,9.31137e+02,2.15276e+02,9.78974e+02,2.17088e+02,-5.17483e+01,2.75278e+00,6.29264e+01,1.88779e+01,1.14797e+03,2.34672e+01,0.93,0.38,0.04,0.42,0.48
JPN,2020,-1.35006e+02,1.07187e+02,-1.72128e+02,1.19330e+02,-1.63498e+02,1.24233e+02,-1.46814e+02,1.68708e+02,-1.28737e+02,1.07187e+02,-1.65859e+02,1.19330e+02,-1.57229e+02,1.24233e+02,-1.40545e+02,1.68708e+02,9.46481e+02,1.04587e+02,9.09359e+02,1.17000e+02,9.17990e+02,1.21996e+02,9.34674e+02,1.67068e+02,-5.66575e+01,1.25711e+01,6.29264e+01,1.88779e+01,1.07522e+03,2.34672e+01,-0.34,0.38,0.04,0.42,0.48
JPN,mean,-2.12260e+02,1.81841e+02,-1.71092e+02,9.35896e+01,-2.21549e+02,1.46242e+02,-1.52096e+02,1.60258e+02,-2.05991e+02,1.80421e+02,-1.64823e+02,9.07998e+01,-2.15280e+02,1.44473e+02,-1.45827e+02,1.58645e+02,9.65852e+02,1.78920e+02,1.00702e+03,8.77787e+01,9.56563e+02,1.42593e+02,1.02602e+03,1.56936e+02,-5.66575e+01,1.25711e+01,6.29264e+01,1.88779e+01,1.17184e+03,2.32269e+01,0.35,0.38,0.04,0.42,0.48
KAZ,2015,-7.69663e+01,1.61272e+02,9.11901e+00,3.18770e+02,-5.32171e+01,1.71105e+02,-1.57302e+02,3.11571e+02,-9.94224e+01,1.61272e+02,-1.33372e+01,3.18770e+02,-7.56732e+01,1.71105e+02,-1.79758e+02,3.11571e+02,1.22735e+02,1.60450e+02,2.08821e+02,3.18355e+02,1.46485e+02,1.70330e+02,4.23996e+01,3.11147e+02,-1.22005e+01,5.96933e+00,-1.02557e+01,-3.07671e+00,2.22158e+02,1.62653e+01,0.28,0.24,0.29,0.51,0.34
KAZ,2016,-1.15460e+02,1.57542e+02,-1.93352e+02,1.58331e+02,-1.61022e+02,9.65327e+01,-2.01297e+02,3.48890e+02,-1.38141e+02,1.57542e+02,-2.16033e+02,1.58331e+02,-1.83703e+02,9.65327e+01,-2.23978e+02,3.48890e+02,9.83354e+01,1.56597e+02,2.04431e+01,1.57390e+02,5.27729e+01,9.49827e+01,1.24983e+01,3.48464e+02,-1.24256e+01,5.51902e+00,-1.02557e+01,-3.07671e+00,2.36476e+02,1.72291e+01,-0.45,0.24,0.29,0.51,0.34
KAZ,2017,-1.02792e+02,3.88770e+02,-1.29669e+02,1.35939e+02,3.71968e+01,2.60865e+02,-1.23991e+02,2.92300e+02,-1.25389e+02,3.88770e+02,-1.52267e+02,1.35939e+02,1.45993e+01,2.60865e+02,-1.46589e+02,2.92300e+02,1.22219e+02,3.88346e+02,9.53420e+01,1.34721e+02,2.62208e+02,2.60233e+02,1.01020e+02,2.91736e+02,-1.23418e+01,5.68662e+00,-1.02557e+01,-3.07671e+00,2.47608e+02,1.81563e+01,-0.07,0.24,0.29,0.51,0.34
KAZ,2018,-7.76524e+01,1.23615e+02,-3.60530e+01,2.03107e+02,-1.43491e+02,2.03103e+02,-2.64067e+02,3.43299e+02,-1.00014e+02,1.23615e+02,-5.84144e+01,2.03107e+02,-1.65853e+02,2.03103e+02,-2.86429e+02,3.43299e+02,1.74824e+02,1.22274e+02,2.16423e+02,2.02294e+02,1.08985e+02,2.02290e+02,-1.15911e+01,3.42819e+02,-1.21057e+01,6.15894e+00,-1.02557e+01,-3.07671e+00,2.74838e+02,1.81563e+01,0.14,0.24,0.29,0.51,0.34
KAZ,2019,-1.70324e+02,9.67780e+01,1.55490e+01,1.25348e+02,-1.10547e+02,1.66524e+02,-3.82319e+02,2.80111e+02,-1.92705e+02,9.67780e+01,-6.83186e+00,1.25348e+02,-1.32927e+02,1.66524e+02,-4.04700e+02,2.80111e+02,7.65171e+01,9.54013e+01,2.62390e+02,1.24288e+02,1.36295e+02,1.65728e+02,-1.35478e+02,2.79638e+02,-1.21252e+01,6.11986e+00,-1.02557e+01,-3.07671e+00,2.69222e+02,1.62653e+01,0.56,0.24,0.29,0.51,0.34
KAZ,2020,-3.24474e+01,1.13614e+02,1.24985e+02,1.93507e+02,1.20453e+02,1.06659e+02,-2.67862e+02,2.86426e+02,-5.49429e+01,1.13614e+02,1.02489e+02,1.93507e+02,9.79575e+01,1.06659e+02,-2.90358e+02,2.86426e+02,1.95160e+02,1.12444e+02,3.52592e+02,1.92822e+02,3.48060e+02,1.05412e+02,-4.02550e+01,2.85963e+02,-1.22398e+01,5.89076e+00,-1.02557e+01,-3.07671e+00,2.50103e+02,1.62653e+01,0.48,0.24,0.29,0.51,0.34
KAZ,mean,-1.30862e+02,9.58115e+01,-2.47951e+01,1.61577e+02,-3.44712e+01,1.28830e+02,-1.77037e+02,2.54435e+02,-1.53357e+02,9.55808e+01,-4.72905e+01,1.61440e+02,-5.69666e+01,1.28659e+02,-1.99532e+02,2.54348e+02,9.67103e+01,9.40466e+01,2.02777e+02,1.60536e+02,1.93101e+02,1.27523e+02,5.05351e+01,2.53776e+02,-1.22398e+01,5.89076e+00,-1.02557e+01,-3.07671e+00,2.50068e+02,1.70563e+01,0.43,0.24,0.29,0.51,0.34
KEN,2015,4.59288e+01,7.41537e+01,2.04241e+02,1.47833e+02,2.06772e+02,1.21519e+02,1.79001e+02,1.30750e+02,4.30528e+01,7.41537e+01,2.01364e+02,1.47833e+02,2.03896e+02,1.21519e+02,1.76125e+02,1.30750e+02,5.02301e+01,7.41353e+01,2.08542e+02,1.47824e+02,2.11073e+02,1.21508e+02,1.83302e+02,1.30739e+02,-6.96458e+00,6.90875e-01,4.08854e+00,1.22656e+00,7.17729e+00,1.65280e+00,1.88,0.04,0.5,0.51,0.51
KEN,2016,7.19375e+01,5.85429e+01,2.47580e+02,1.38884e+02,1.43907e+02,1.29228e+02,1.22960e+02,9.27727e+01,6.85914e+01,5.85429e+01,2.44234e+02,1.38884e+02,1.40561e+02,1.29228e+02,1.19614e+02,9.27727e+01,7.59883e+01,5.85171e+01,2.51631e+02,1.38873e+02,1.47958e+02,1.29216e+02,1.27011e+02,9.27565e+01,-7.43464e+00,2.49251e-01,4.08854e+00,1.22656e+00,7.39685e+00,1.73575e+00,1.82,0.04,0.5,0.51,0.51
KEN,2017,2.97183e+00,3.74298e+01,2.25882e+02,1.08036e+02,1.72303e+02,7.54823e+01,1.50922e+02,9.09059e+01,-1.30987e+00,3.74298e+01,2.21601e+02,1.08036e+02,1.68021e+02,7.54823e+01,1.46641e+02,9.09059e+01,6.40853e+00,3.73933e+01,2.29319e+02,1.08023e+02,1.75740e+02,7.54643e+01,1.54359e+02,9.08909e+01,-8.37025e+00,2.12047e+00,4.08854e+00,1.22656e+00,7.71840e+00,1.65132e+00,1.67,0.04,0.5,0.51,0.51
KEN,2018,-1.05398e+00,5.94278e+01,-7.32506e+00,1.26358e+02,-1.44807e+01,1.34833e+02,-3.32405e+01,1.22401e+02,-5.08053e+00,5.94278e+01,-1.13516e+01,1.26358e+02,-1.85073e+01,1.34833e+02,-3.72671e+01,1.22401e+02,2.87378e+00,5.94049e+01,-3.39730e+00,1.26347e+02,-1.05530e+01,1.34823e+02,-2.93127e+01,1.22389e+02,-8.11509e+00,1.61016e+00,4.08854e+00,1.22656e+00,7.95431e+00,1.65132e+00,-0.04,0.04,0.5,0.51,0.51
KEN,2019,4.42264e+01,4.33548e+01,1.49923e+02,1.07841e+02,1.03829e+02,1.14431e+02,4.76518e+01,1.01369e+02,4.05763e+01,4.33548e+01,1.46273e+02,1.07841e+02,1.00179e+02,1.14431e+02,4.40017e+01,1.01369e+02,4.87356e+01,4.33233e+01,1.54432e+02,1.07829e+02,1.08338e+02,1.14419e+02,5.21610e+01,1.01356e+02,-7.73857e+00,8.57109e-01,4.08854e+00,1.22656e+00,8.15929e+00,1.65280e+00,1.24,0.04,0.5,0.51,0.51
KEN,2020,4.73972e+00,2.02516e+01,2.65366e+01,1.29274e+02,2.72790e+01,1.39200e+02,4.28697e+01,8.89623e+01,1.10364e+00,2.02516e+01,2.29005e+01,1.29274e+02,2.36429e+01,1.39200e+02,3.92336e+01,8.89623e+01,8.45866e+00,2.01841e+01,3.02556e+01,1.29263e+02,3.09979e+01,1.39190e+02,4.65886e+01,8.89470e+01,-7.72462e+00,1.10557e+00,4.08854e+00,1.22656e+00,7.35502e+00,1.65280e+00,0.13,0.04,0.5,0.51,0.51
KEN,mean,3.42510e+01,3.74268e+01,1.30433e+02,1.31455e+02,9.53493e+01,1.30739e+02,7.52079e+01,1.02320e+02,3.06149e+01,3.73904e+01,1.26797e+02,1.31444e+02,9.17132e+01,1.30729e+02,7.15718e+01,1.02307e+02,3.82417e+01,3.73533e+01,1.34424e+02,1.31434e+02,9.93401e+01,1.30718e+02,7.91986e+01,1.02293e+02,-7.72462e+00,1.10557e+00,4.08854e+00,1.22656e+00,7.62686e+00,1.66613e+00,0.93,0.04,0.5,0.51,0.51
KGZ,2015,3.26586e+00,2.16428e+01,9.79184e+01,9.01314e+01,9.22428e+01,9.55551e+01,5.65263e+01,7.76974e+01,3.84992e+00,2.16428e+01,9.85025e+01,9.01314e+01,9.28268e+01,9.55551e+01,5.71104e+01,7.76974e+01,2.27416e+01,2.16293e+01,1.17394e+02,9.01282e+01,1.11718e+02,9.55520e+01,7.60021e+01,7.76937e+01,-5.49058e-01,9.73169e-01,1.13312e+00,3.39935e-01,1.88917e+01,7.64889e-01,1.25,0.03,0.3,0.34,0.19
KGZ,2016,-1.99212e+01,1.52939e+01,6.54330e+01,7.31921e+01,4.73964e+01,8.55572e+01,2.51357e+01,5.19732e+01,-1.93451e+01,1.52939e+01,6.60091e+01,7.31921e+01,4.79725e+01,8.55572e+01,2.57119e+01,5.19732e+01,4.40168e-01,1.52770e+01,8.57944e+01,7.31886e+01,6.77577e+01,8.55542e+01,4.54971e+01,5.19682e+01,-5.56957e-01,9.57371e-01,1.13312e+00,3.39935e-01,1.97852e+01,7.17677e-01,1.13,0.03,0.3,0.34,0.19
KGZ,2017,9.71244e+00,3.81565e+01,1.69017e+01,3.62444e+01,5.14502e+00,6.28384e+01,6.41077e+00,4.41946e+01,1.02943e+01,3.81565e+01,1.74836e+01,3.62444e+01,5.72692e+00,6.28384e+01,6.99268e+00,4.41946e+01,3.07178e+01,3.81501e+01,3.79071e+01,3.62378e+01,2.61504e+01,6.28346e+01,2.74161e+01,4.41891e+01,-5.51213e-01,9.68860e-01,1.13312e+00,3.39935e-01,2.04235e+01,6.95970e-01,0.18,0.03,0.3,0.34,0.19
KGZ,2018,-5.12704e+00,1.86251e+01,8.29201e+01,8.59147e+01,6.86349e+01,1.19760e+02,8.33845e+01,9.85404e+01,-4.54191e+00,1.86251e+01,8.35053e+01,8.59147e+01,6.92200e+01,1.19760e+02,8.39696e+01,9.85404e+01,1.71750e+01,1.86121e+01,1.05222e+02,8.59119e+01,9.09369e+01,1.19758e+02,1.05687e+02,9.85380e+01,-5.47981e-01,9.75324e-01,1.13312e+00,3.39935e-01,2.17169e+01,6.95970e-01,1.43,0.03,0.3,0.34,0.19
KGZ,2019,-1.06042e+01,2.88186e+01,1.00973e+02,1.01019e+02,1.02296e+02,1.26032e+02,8.32941e+01,9.94589e+01,-1.00136e+01,2.88186e+01,1.01563e+02,1.01019e+02,1.02886e+02,1.26032e+02,8.38847e+01,9.94589e+01,1.17145e+01,2.88085e+01,1.23292e+02,1.01016e+02,1.24614e+02,1.26030e+02,1.05613e+02,9.94560e+01,-5.42595e-01,9.86094e-01,1.13312e+00,3.39935e-01,2.17282e+01,7.64889e-01,1.35,0.03,0.3,0.34,0.19
KGZ,2020,-2.97242e+00,2.59907e+01,1.05027e+02,1.00447e+02,8.18540e+01,1.03224e+02,6.28448e+01,9.38343e+01,-2.38886e+00,2.59907e+01,1.05611e+02,1.00447e+02,8.24376e+01,1.03224e+02,6.34284e+01,9.38343e+01,1.78378e+01,2.59795e+01,1.25837e+02,1.00444e+02,1.02664e+02,1.03222e+02,8.36551e+01,9.38312e+01,-5.49561e-01,9.72164e-01,1.13312e+00,3.39935e-01,2.02267e+01,7.64889e-01,1.21,0.03,0.3,0.34,0.19
KGZ,mean,-9.80153e+00,2.60007e+01,8.03670e+01,8.17820e+01,7.80206e+01,8.80319e+01,6.28768e+01,6.67241e+01,-9.21797e+00,2.59803e+01,8.09506e+01,8.17755e+01,7.86041e+01,8.80259e+01,6.34604e+01,6.67162e+01,1.12440e+01,2.59699e+01,1.01413e+02,8.17722e+01,9.90661e+01,8.80228e+01,8.39224e+01,6.67122e+01,-5.49561e-01,9.72164e-01,1.13312e+00,3.39935e-01,2.04620e+01,7.34047e-01,1.19,0.03,0.3,0.34,0.19
KHM,2015,5.50007e+01,4.01240e+01,2.09939e+01,4.23107e+01,6.20654e+01,5.03637e+01,3.99121e+01,2.65924e+01,4.26788e+01,4.01240e+01,8.67199e+00,4.23107e+01,4.97434e+01,5.03637e+01,2.75902e+01,2.65924e+01,5.40223e+01,4.01147e+01,2.00155e+01,4.23019e+01,6.10869e+01,5.03563e+01,3.89337e+01,2.65783e+01,-1.14112e+01,1.11776e+00,-9.10712e-01,-2.73214e-01,1.13435e+01,8.64728e-01,-0.58,0.07,0.23,0.2,0.38
KHM,2016,1.00173e+02,9.62797e+01,7.99154e+01,4.87973e+01,8.01130e+01,8.85735e+01,6.13163e+01,5.65053e+01,8.71286e+01,9.62797e+01,6.68706e+01,4.87973e+01,6.70682e+01,8.85735e+01,4.82715e+01,5.65053e+01,9.92639e+01,9.62744e+01,7.90059e+01,4.87869e+01,7.92036e+01,8.85678e+01,6.04068e+01,5.64963e+01,-1.21340e+01,3.27918e-01,-9.10712e-01,-2.73214e-01,1.21353e+01,1.00583e+00,-0.51,0.07,0.23,0.2,0.38
KHM,2017,-4.73267e+00,5.11464e+01,-2.19381e+01,6.13202e+01,-2.04743e+01,2.77147e+01,-6.85622e+01,6.10781e+01,-1.99342e+01,5.11464e+01,-3.71396e+01,6.13202e+01,-3.56758e+01,2.77147e+01,-8.37637e+01,6.10781e+01,-7.57625e+00,5.11334e+01,-2.47817e+01,6.13093e+01,-2.33178e+01,2.76906e+01,-7.14058e+01,6.10671e+01,-1.42908e+01,4.64142e+00,-9.10712e-01,-2.73214e-01,1.23579e+01,1.15692e+00,-0.19,0.07,0.23,0.2,0.38
KHM,2018,1.76648e+01,5.40704e+01,-3.57654e+01,5.40664e+01,-1.80984e+01,5.23378e+01,-1.84623e+01,4.70805e+01,3.62298e+00,5.40704e+01,-4.98072e+01,5.40664e+01,-3.21403e+01,5.23378e+01,-3.25041e+01,4.70805e+01,1.90068e+01,5.40580e+01,-3.44234e+01,5.40540e+01,-1.67565e+01,5.23250e+01,-1.71203e+01,4.70663e+01,-1.31311e+01,2.32206e+00,-9.10712e-01,-2.73214e-01,1.53838e+01,1.15692e+00,-1.24,0.07,0.23,0.2,0.38
KHM,2019,4.45972e+01,6.66512e+01,-4.16797e+01,8.46909e+01,-3.45028e+01,6.95639e+01,-3.14946e+01,6.84097e+01,3.22068e+01,6.66512e+01,-5.40701e+01,8.46909e+01,-4.68933e+01,6.95639e+01,-4.38851e+01,6.84097e+01,4.91717e+01,6.66456e+01,-3.71052e+01,8.46865e+01,-2.99284e+01,6.95585e+01,-2.69202e+01,6.84042e+01,-1.14798e+01,9.80635e-01,-9.10712e-01,-2.73214e-01,1.69649e+01,8.64728e-01,-0.74,0.07,0.23,0.2,0.38
KHM,2020,5.28251e+01,4.91371e+01,-6.42293e+00,2.55811e+01,-3.76665e+00,5.36262e+01,1.25497e+01,8.16207e+01,3.94250e+01,4.91371e+01,-1.98230e+01,2.55811e+01,-1.71668e+01,5.36262e+01,-8.50398e-01,8.16207e+01,5.50761e+01,4.91295e+01,-4.17188e+00,2.55665e+01,-1.51560e+00,5.36192e+01,1.48008e+01,8.16161e+01,-1.24894e+01,1.87796e+00,-9.10712e-01,-2.73214e-01,1.56512e+01,8.64728e-01,-0.78,0.07,0.23,0.2,0.38
KHM,mean,4.63877e+01,2.99000e+01,-9.20573e+00,3.87882e+01,8.18809e+00,4.77609e+01,3.89985e+00,3.43839e+01,3.29876e+01,2.98397e+01,-2.26058e+01,3.87418e+01,-5.21202e+00,4.77232e+01,-9.50025e+00,3.43315e+01,4.69604e+01,2.98234e+01,-8.63307e+00,3.87293e+01,8.76075e+00,4.77130e+01,4.47251e+00,3.43173e+01,-1.24894e+01,1.87796e+00,-9.10712e-01,-2.73214e-01,1.39728e+01,9.85642e-01,-2.47,0.07,0.23,0.2,0.38
KIR,2015,9.67820e+00,6.70355e+00,1.03129e+01,5.11149e+00,9.44919e+00,6.86760e+00,5.78213e-01,4.71558e+00,9.71049e+00,6.70355e+00,1.03452e+01,5.11149e+00,9.48147e+00,6.86760e+00,6.10501e-01,4.71558e+00,9.78063e+00,6.70355e+00,1.04153e+01,5.11149e+00,9.55161e+00,6.86759e+00,6.80639e-01,4.71557e+00,-6.21604e-05,1.24321e-04,3.23496e-02,9.70489e-03,7.01377e-02,6.29567e-03,0.19,0.5,0.15,0.49,0.56
KIR,2016,1.18576e+01,7.47761e+00,1.34292e+01,4.40879e+00,1.04702e+01,7.63998e+00,-5.87325e-01,6.17755e+00,1.18899e+01,7.47761e+00,1.34615e+01,4.40879e+00,1.05025e+01,7.63998e+00,-5.55054e-01,6.17755e+00,1.19626e+01,7.47760e+00,1.35342e+01,4.40879e+00,1.05752e+01,7.63997e+00,-4.82307e-01,6.17755e+00,-7.84005e-05,1.56801e-04,3.23496e-02,9.70489e-03,7.27471e-02,6.66600e-03,0.61,0.5,0.15,0.49,0.56
KIR,2017,1.92686e+01,5.30266e+00,1.95410e+01,9.71702e+00,1.82861e+01,8.61637e+00,7.01631e+00,1.15377e+01,1.93008e+01,5.30266e+00,1.95733e+01,9.71702e+00,1.83184e+01,8.61637e+00,7.04858e+00,1.15377e+01,1.93765e+01,5.30266e+00,1.96490e+01,9.71702e+00,1.83941e+01,8.61637e+00,7.12428e+00,1.15377e+01,-7.91472e-05,1.58294e-04,3.23496e-02,9.70489e-03,7.56921e-02,6.66600e-03,0.11,0.5,0.15,0.49,0.56
KIR,2018,1.72947e+01,8.20734e+00,1.65934e+01,5.49795e+00,1.68572e+01,9.47132e+00,-5.93300e-01,6.52797e+00,1.73270e+01,8.20734e+00,1.66257e+01,5.49795e+00,1.68895e+01,9.47132e+00,-5.60980e-01,6.52797e+00,1.74084e+01,8.20734e+00,1.67072e+01,5.49794e+00,1.69710e+01,9.47131e+00,-4.79529e-01,6.52797e+00,-2.94935e-05,5.89871e-05,3.23496e-02,9.70489e-03,8.14509e-02,6.66600e-03,-0.21,0.5,0.15,0.49,0.56
KIR,2019,1.50620e+01,6.66036e+00,1.32904e+01,3.21010e+00,1.60949e+01,6.85314e+00,7.46326e-01,5.43904e+00,1.50942e+01,6.66036e+00,1.33227e+01,3.21010e+00,1.61272e+01,6.85314e+00,7.78617e-01,5.43904e+00,1.51785e+01,6.66036e+00,1.34069e+01,3.21010e+00,1.62114e+01,6.85314e+00,8.62857e-01,5.43904e+00,-5.84271e-05,1.16854e-04,3.23496e-02,9.70489e-03,8.42396e-02,6.29567e-03,-0.68,0.5,0.15,0.49,0.56
KIR,2020,1.52448e+01,6.34024e+00,1.37765e+01,6.98083e+00,1.75147e+01,6.88964e+00,2.51600e+00,6.96641e+00,1.52771e+01,6.34024e+00,1.38088e+01,6.98083e+00,1.75470e+01,6.88964e+00,2.54829e+00,6.96641e+00,1.53290e+01,6.34024e+00,1.38607e+01,6.98083e+00,1.75988e+01,6.88964e+00,2.60013e+00,6.96641e+00,-6.15258e-05,1.23052e-04,3.23496e-02,9.70489e-03,5.18454e-02,6.29567e-03,-0.7,0.5,0.15,0.49,0.56
KIR,mean,1.45641e+01,5.99438e+00,1.31307e+01,5.16170e+00,1.54855e+01,6.26962e+00,7.09874e-01,4.90067e+00,1.45964e+01,5.99437e+00,1.31630e+01,5.16170e+00,1.55178e+01,6.26961e+00,7.42162e-01,4.90067e+00,1.46690e+01,5.99437e+00,1.32356e+01,5.16169e+00,1.55904e+01,6.26961e+00,8.14848e-01,4.90066e+00,-6.15258e-05,1.23052e-04,3.23496e-02,9.70489e-03,7.26855e-02,6.48083e-03,-0.45,0.5,0.15,0.49,0.56
